Ind_ID,label
5008827,1
5009744,1
5009746,1
5009749,1
5009752,1
5009753,1
5009754,1
5009894,1
5010864,1
5010868,1
5010869,1
5018498,1
5018501,1
5018503,1
5021303,1
5021310,1
5021314,1
5021430,1
5021431,1
5021998,1
5022053,1
5022617,1
5023781,1
5023831,1
5024071,1
5024213,1
5024916,1
5024917,1
5025127,1
5028580,1
5029028,1
5029311,1
5033453,1
5033514,1
5033916,1
5036469,1
5036590,1
5036660,1
5036795,1
5041522,1
5042064,1
5045888,1
5045894,1
5045895,1
5046324,1
5046328,1
5047662,1
5048300,1
5048301,1
5050603,1
5050606,1
5050671,1
5051160,1
5051161,1
5052659,1
5052661,1
5052877,1
5052879,1
5052882,1
5053254,1
5054063,1
5054068,1
5054524,1
5054525,1
5058345,1
5058348,1
5058350,1
5058352,1
5058530,1
5058531,1
5058532,1
5061360,1
5061396,1
5061636,1
5061691,1
5062136,1
5062137,1
5065348,1
5065462,1
5065518,1
5068389,1
5068456,1
5068651,1
5069216,1
5069218,1
5069307,1
5078820,1
5078945,1
5078946,1
5079166,1
5079167,1
5079168,1
5085886,1
5089162,1
5089959,1
5090166,1
5090214,1
5090216,1
5092087,1
5092245,1
5092479,1
5096527,1
5096528,1
5096743,1
5097065,1
5100430,1
5105045,1
5105056,1
5106077,1
5113621,1
5113933,1
5113944,1
5114249,1
5114253,1
5115604,1
5115606,1
5115608,1
5115610,1
5115611,1
5116035,1
5116036,1
5116258,1
5116301,1
5116302,1
5116304,1
5116305,1
5116906,1
5117313,1
5117413,1
5118046,1
5118275,1
5118278,1
5118279,1
5118280,1
5118283,1
5118541,1
5125289,1
5125299,1
5125708,1
5125716,1
5125761,1
5125763,1
5125934,1
5126278,1
5135344,1
5135345,1
5135346,1
5135485,1
5135487,1
5135636,1
5135990,1
5135991,1
5142183,1
5142184,1
5142185,1
5142361,1
5142362,1
5142456,1
5142458,1
5142459,1
5143342,1
5145690,1
5145817,1
5146005,1
5146079,1
5146167,1
5146444,1
5148932,1
5148934,1
5149188,1
5149190,1
5149192,1
5149828,1
5149834,1
5149838,1
5118538,0
5069057,0
5066689,0
5086062,0
5113717,0
5066765,0
5105227,0
5054648,0
5067187,0
5105818,0
5033574,0
5125478,0
5046340,0
5054058,0
5022326,0
5065764,0
5067849,0
5097169,0
5048583,0
5115566,0
5052722,0
5067723,0
5056077,0
5022275,0
5143016,0
5066709,0
5021445,0
5053592,0
5116163,0
5041273,0
5066627,0
5125399,0
5067345,0
5053711,0
5096234,0
5125158,0
5143231,0
5062688,0
5105685,0
5115984,0
5085769,0
5065363,0
5140074,0
5067643,0
5091963,0
5053637,0
5067149,0
5096424,0
5046283,0
5029348,0
5096061,0
5028917,0
5117778,0
5095310,0
5050655,0
5033817,0
5052963,0
5113159,0
5143235,0
5132800,0
5090549,0
5054522,0
5051061,0
5010707,0
5028984,0
5028615,0
5126034,0
5090470,0
5021775,0
5046415,0
5065606,0
5117314,0
5009195,0
5139548,0
5096416,0
5042286,0
5050729,0
5038897,0
5050973,0
5044935,0
5113539,0
5085990,0
5033452,0
5051240,0
5065335,0
5145978,0
5105614,0
5038845,0
5105556,0
5028383,0
5009980,0
5062075,0
5009706,0
5146463,0
5112662,0
5096796,0
5066843,0
5066597,0
5047704,0
5009074,0
5090954,0
5143019,0
5118617,0
5116018,0
5139662,0
5042232,0
5125317,0
5068038,0
5038814,0
5095356,0
5037266,0
5052865,0
5096211,0
5023280,0
5132340,0
5136012,0
5045917,0
5041073,0
5149660,0
5022756,0
5036562,0
5117754,0
5125281,0
5149039,0
5021267,0
5125166,0
5125524,0
5010089,0
5126457,0
5142763,0
5023261,0
5090861,0
5146123,0
5023410,0
5010032,0
5118397,0
5033628,0
5069399,0
5008889,0
5022041,0
5126124,0
5023563,0
5050853,0
5024412,0
5090612,0
5028274,0
5028996,0
5126322,0
5053610,0
5069227,0
5137401,0
5142812,0
5053114,0
5149027,0
5145869,0
5053354,0
5087944,0
5035688,0
5068491,0
5044860,0
5117047,0
5022676,0
5009739,0
5096991,0
5067982,0
5135982,0
5046362,0
5066817,0
5143519,0
5068888,0
5150412,0
5067924,0
5056149,0
5022308,0
5068465,0
5036881,0
5137033,0
5148812,0
5100220,0
5078842,0
5010526,0
5105150,0
5045253,0
5100000,0
5029725,0
5090925,0
5115947,0
5028572,0
5022373,0
5149040,0
5113291,0
5139951,0
5028697,0
5148527,0
5009443,0
5096621,0
5149150,0
5118448,0
5116818,0
5022833,0
5086006,0
5010397,0
5047789,0
5105657,0
5150047,0
5035791,0
5021682,0
5088699,0
5115797,0
5023460,0
5096466,0
5146472,0
5024527,0
5095193,0
5068156,0
5117756,0
5066507,0
5143164,0
5088834,0
5135841,0
5023059,0
5125325,0
5135574,0
5009053,0
5028292,0
5029108,0
5091400,0
5050768,0
5113420,0
5113132,0
5062670,0
5029352,0
5105067,0
5143573,0
5045203,0
5065673,0
5029544,0
5045800,0
5111159,0
5099957,0
5143360,0
5091753,0
5117403,0
5149319,0
5137542,0
5095170,0
5090780,0
5092242,0
5068671,0
5143427,0
5087994,0
5052739,0
5068747,0
5025029,0
5149353,0
5022571,0
5024578,0
5058405,0
5041869,0
5115894,0
5062749,0
5045611,0
5113288,0
5053003,0
5118038,0
5091405,0
5137022,0
5117594,0
5085704,0
5137292,0
5038751,0
5099900,0
5116676,0
5061321,0
5139410,0
5048486,0
5139658,0
5091280,0
5023186,0
5054307,0
5116879,0
5050453,0
5022804,0
5091374,0
5135484,0
5054188,0
5054626,0
5068548,0
5053472,0
5105395,0
5029554,0
5089722,0
5066562,0
5062547,0
5010203,0
5024665,0
5089626,0
5021373,0
5054699,0
5051180,0
5143515,0
5018461,0
5096300,0
5148897,0
5025047,0
5092164,0
5053143,0
5038510,0
5023482,0
5054099,0
5062713,0
5088851,0
5111117,0
5118115,0
5024258,0
5113976,0
5099907,0
5092332,0
5038932,0
5078924,0
5068390,0
5046036,0
5033788,0
5010781,0
5022761,0
5041980,0
5113854,0
5126612,0
5132264,0
5142136,0
5088163,0
5146086,0
5139553,0
5041474,0
5025020,0
5118270,0
5095324,0
5142290,0
5148792,0
5062031,0
5088836,0
5035418,0
5089896,0
5137407,0
5086060,0
5095117,0
5067419,0
5041307,0
5146401,0
5105137,0
5053388,0
5146467,0
5113082,0
5052755,0
5092436,0
5022243,0
5113020,0
5058267,0
5037247,0
5100461,0
5096753,0
5091778,0
5038569,0
5069169,0
5065820,0
5091048,0
5097134,0
5097106,0
5099877,0
5033884,0
5097024,0
5010412,0
5091144,0
5088503,0
5126142,0
5067020,0
5061076,0
5126527,0
5078931,0
5125471,0
5025207,0
5042097,0
5067653,0
5089137,0
5065601,0
5112833,0
5024636,0
5050549,0
5065763,0
5089269,0
5061207,0
5028684,0
5028737,0
5113406,0
5025741,0
5045992,0
5054453,0
5024586,0
5090701,0
5091929,0
5149034,0
5114114,0
5142579,0
5046035,0
5050756,0
5047853,0
5009790,0
5135819,0
5092287,0
5105743,0
5028280,0
5095896,0
5024352,0
5100027,0
5028337,0
5090788,0
5046126,0
5092265,0
5143319,0
5114354,0
5117248,0
5024386,0
5026178,0
5033439,0
5089320,0
5053872,0
5091735,0
5105791,0
5125928,0
5115662,0
5029256,0
5136029,0
5037157,0
5046531,0
5023177,0
5021967,0
5135530,0
5146534,0
5126101,0
5088161,0
5100394,0
5079035,0
5095631,0
5113647,0
5046336,0
5028781,0
5125730,0
5023724,0
5116369,0
5062214,0
5009023,0
5029191,0
5028946,0
5068470,0
5045828,0
5095930,0
5090049,0
5067730,0
5092239,0
5105560,0
5099914,0
5053032,0
5150038,0
5053678,0
5087538,0
5050440,0
5096670,0
5061611,0
5065342,0
5041066,0
5105819,0
5135460,0
5009319,0
5091006,0
5050852,0
5117202,0
5074739,0
5009472,0
5135378,0
5135489,0
5067016,0
5024097,0
5008865,0
5116640,0
5089770,0
5009118,0
5042296,0
5010185,0
5090509,0
5113006,0
5026368,0
5095905,0
5113440,0
5069289,0
5135938,0
5118026,0
5053524,0
5010567,0
5046003,0
5118225,0
5036187,0
5050635,0
5067444,0
5088805,0
5117331,0
5045113,0
5067281,0
5137385,0
5066832,0
5041520,0
5023092,0
5079016,0
5035682,0
5139761,0
5041681,0
5033906,0
5029251,0
5091824,0
5132569,0
5021490,0
5035859,0
5022025,0
5116613,0
5115884,0
5010303,0
5142496,0
5046398,0
5125585,0
5113302,0
5139321,0
5053918,0
5067102,0
5022118,0
5022954,0
5047667,0
5091718,0
5009586,0
5097170,0
5022015,0
5062594,0
5028726,0
5033831,0
5046086,0
5135946,0
5149592,0
5024103,0
5009845,0
5117716,0
5096169,0
5139823,0
5067542,0
5090871,0
5033729,0
5037212,0
5116319,0
5146318,0
5042082,0
5091416,0
5041675,0
5048425,0
5145965,0
5126543,0
5033881,0
5068378,0
5029194,0
5010025,0
5091016,0
5149744,0
5117561,0
5089760,0
5053642,0
5089934,0
5143465,0
5125127,0
5113163,0
5116883,0
5037008,0
5090126,0
5036648,0
5090335,0
5053182,0
5114342,0
5024163,0
5115633,0
5126311,0
5135779,0
5054697,0
5116343,0
5022800,0
5054348,0
5099980,0
5087829,0
5051050,0
5148872,0
5117323,0
5088101,0
5023587,0
5028547,0
5053636,0
5149402,0
5095554,0
5067090,0
5010865,0
5041147,0
5105555,0
5136976,0
5058366,0
5066458,0
5045844,0
5115814,0
5062362,0
5010596,0
5113472,0
5041535,0
5066617,0
5126751,0
5009908,0
5068337,0
5105535,0
5061724,0
5028919,0
5035627,0
5074705,0
5114061,0
5100373,0
5112765,0
5045439,0
5113922,0
5037125,0
5029538,0
5010078,0
5085861,0
5009146,0
5149433,0
5061753,0
5143009,0
5079017,0
5096318,0
5038615,0
5047670,0
5044987,0
5036828,0
5139892,0
5135446,0
5095586,0
5068963,0
5022047,0
5048121,0
5117219,0
5009821,0
5033500,0
5058281,0
5054373,0
5142988,0
5137229,0
5113373,0
5053152,0
5090386,0
5142899,0
5113510,0
5091457,0
5009791,0
5149484,0
5092221,0
5067003,0
5023838,0
5095433,0
5033797,0
5022803,0
5104953,0
5100098,0
5091792,0
5149805,0
5089681,0
5052678,0
5116809,0
5143353,0
5090232,0
5117095,0
5088987,0
5021584,0
5009291,0
5051007,0
5024263,0
5125771,0
5021879,0
5137247,0
5096336,0
5061762,0
5069117,0
5009579,0
5048319,0
5023389,0
5143457,0
5089225,0
5069257,0
5044939,0
5022730,0
5149413,0
5062745,0
5105565,0
5114544,0
5100352,0
5078841,0
5117392,0
5022189,0
5105422,0
5143453,0
5067832,0
5090995,0
5089512,0
5116373,0
5149106,0
5091737,0
5052620,0
5087819,0
5139757,0
5113639,0
5052811,0
5095751,0
5096785,0
5062286,0
5090805,0
5079075,0
5146447,0
5051008,0
5100106,0
5094896,0
5050894,0
5054414,0
5025791,0
5067949,0
5142482,0
5041271,0
5115957,0
5010881,0
5029423,0
5105159,0
5029610,0
5117450,0
5143620,0
5023949,0
5089737,0
5143402,0
5041921,0
5136909,0
5143596,0
5095939,0
5113343,0
5142920,0
5114294,0
5088055,0
5142815,0
5054460,0
5113134,0
5069380,0
5065798,0
5036396,0
5148535,0
5105436,0
5105412,0
5026177,0
5142584,0
5054297,0
5118108,0
5054106,0
5010683,0
5045850,0
5058371,0
5068147,0
5137187,0
5139859,0
5095873,0
5126809,0
5096604,0
5036765,0
5091880,0
5090082,0
5061481,0
5125235,0
5089474,0
5126021,0
5114630,0
5010225,0
5118526,0
5061340,0
5118527,0
5090186,0
5089596,0
5066865,0
5061832,0
5009941,0
5052731,0
5137175,0
5045614,0
5067926,0
5047870,0
5025161,0
5145694,0
5113455,0
5150164,0
5126321,0
5088450,0
5068631,0
5021693,0
5111172,0
5029184,0
5069051,0
5046379,0
5118477,0
5106118,0
5024148,0
5112966,0
5089240,0
5067262,0
5045255,0
5044478,0
5136020,0
5033418,0
5021737,0
5023231,0
5029225,0
5028909,0
5090793,0
5126517,0
5146114,0
5146034,0
5142972,0
5028569,0
5114032,0
5085826,0
5053089,0
5117753,0
5126826,0
5018505,0
5067893,0
5048305,0
5135531,0
5067019,0
5115671,0
5136985,0
5126687,0
5058509,0
5045513,0
5021730,0
5048542,0
5096342,0
5021293,0
5143079,0
5116478,0
5062294,0
5091222,0
5089887,0
5090790,0
5146429,0
5069292,0
5054407,0
5028616,0
5036319,0
5116606,0
5089218,0
5068648,0
5143560,0
5024925,0
5029082,0
5116633,0
5126518,0
5104945,0
5116991,0
5096340,0
5024670,0
5062095,0
5079057,0
5041881,0
5053117,0
5115921,0
5150221,0
5026166,0
5100171,0
5126294,0
5149980,0
5089580,0
5041320,0
5105499,0
5095514,0
5089275,0
5069066,0
5125542,0
5095033,0
5142163,0
5029529,0
5090493,0
5105291,0
5116005,0
5115679,0
5061500,0
5045380,0
5041355,0
5113057,0
5148981,0
5010238,0
5024604,0
5090705,0
5050724,0
5142781,0
5114643,0
5087536,0
5053744,0
5117698,0
5118560,0
5054496,0
5033895,0
5033659,0
5062205,0
5056237,0
5061773,0
5135863,0
5050793,0
5091057,0
5149368,0
5053156,0
5091651,0
5118545,0
5024592,0
5125804,0
5024726,0
5142448,0
5033728,0
5149327,0
5024033,0
5113841,0
5022918,0
5142649,0
5048276,0
5022612,0
5028446,0
5113556,0
5091894,0
5025181,0
5091795,0
5022343,0
5065704,0
5068511,0
5053941,0
5036926,0
5114138,0
5142595,0
5052883,0
5068019,0
5146024,0
5036093,0
5068339,0
5095020,0
5105185,0
5117216,0
5089632,0
5100464,0
5028930,0
5036412,0
5116643,0
5091766,0
5067961,0
5033814,0
5113847,0
5142239,0
5117182,0
5126308,0
5142118,0
5068196,0
5068692,0
5085780,0
5096095,0
5046093,0
5142599,0
5045742,0
5053173,0
5074735,0
5036996,0
5146410,0
5054097,0
5050975,0
5068340,0
5037254,0
5091921,0
5139729,0
5117605,0
5029152,0
5066465,0
5117254,0
5117551,0
5079181,0
5028802,0
5024838,0
5088279,0
5079141,0
5058286,0
5010218,0
5112870,0
5061253,0
5046191,0
5094884,0
5146296,0
5033966,0
5065571,0
5023475,0
5035866,0
5088501,0
5028990,0
5126503,0
5023209,0
5142860,0
5087852,0
5061896,0
5044940,0
5048610,0
5113711,0
5069199,0
5091101,0
5033496,0
5132752,0
5018471,0
5096059,0
5036958,0
5038619,0
5048448,0
5053293,0
5117022,0
5143362,0
5137163,0
5054064,0
5145968,0
5065705,0
5051187,0
5067203,0
5116714,0
5045069,0
5042130,0
5066879,0
5047787,0
5062131,0
5023692,0
5028907,0
5113861,0
5009301,0
5135705,0
5023616,0
5028468,0
5113374,0
5125775,0
5051156,0
5143046,0
5114060,0
5113171,0
5078805,0
5088205,0
5112975,0
5022789,0
5028302,0
5146558,0
5029400,0
5009207,0
5022449,0
5044818,0
5089070,0
5041367,0
5050485,0
5062296,0
5090039,0
5069296,0
5058271,0
5047929,0
5054228,0
5023527,0
5088433,0
5009567,0
5148915,0
5053646,0
5035546,0
5118472,0
5111178,0
5065808,0
5091771,0
5010010,0
5148573,0
5096729,0
5092021,0
5046083,0
5096085,0
5092147,0
5142953,0
5061135,0
5010172,0
5068523,0
5087756,0
5132845,0
5116046,0
5091983,0
5062106,0
5052806,0
5095952,0
5022458,0
5149647,0
5114438,0
5112737,0
5024038,0
5139846,0
5140019,0
5104868,0
5062525,0
5118118,0
5044669,0
5054384,0
5085768,0
5097105,0
5023706,0
5046183,0
5142930,0
5145920,0
5069028,0
5010498,0
5091564,0
5149887,0
5052952,0
5116801,0
5089556,0
5091639,0
5116817,0
5036936,0
5022930,0
5148732,0
5023877,0
5061139,0
5010435,0
5090310,0
5026539,0
5048478,0
5052762,0
5067767,0
5056179,0
5045537,0
5053980,0
5092349,0
5090383,0
5088687,0
5105466,0
5089117,0
5117497,0
5112599,0
5126121,0
5125710,0
5148972,0
5117233,0
5142733,0
5089736,0
5021214,0
5044809,0
5037088,0
5068712,0
5142153,0
5146045,0
5142529,0
5091630,0
5023089,0
5142698,0
5105550,0
5149799,0
5036219,0
5061246,0
5135851,0
5009663,0
5146002,0
5125203,0
5148525,0
5148748,0
5024582,0
5105878,0
5010874,0
5099948,0
5096415,0
5096609,0
5148669,0
5090027,0
5132329,0
5125277,0
5067006,0
5022063,0
5126108,0
5038723,0
5054079,0
5096483,0
5025951,0
5010995,0
5117622,0
5091826,0
5065723,0
5044594,0
5125425,0
5135474,0
5085865,0
5113180,0
5069466,0
5025089,0
5009269,0
5010226,0
5021790,0
5143374,0
5036474,0
5037202,0
5092020,0
5142849,0
5069141,0
5035431,0
5090464,0
5149296,0
5023914,0
5079004,0
5112736,0
5023147,0
5050619,0
5052606,0
5036870,0
5021551,0
5067242,0
5068807,0
5024666,0
5089497,0
5045623,0
5091822,0
5114227,0
5067259,0
5068320,0
5116621,0
5091925,0
5041758,0
5025936,0
5041540,0
5061145,0
5033608,0
5146456,0
5091369,0
5142547,0
5091708,0
5022136,0
5088181,0
5104981,0
5093248,0
5145970,0
5112738,0
5143219,0
5069007,0
5113801,0
5054625,0
5054733,0
5050482,0
5142691,0
5067696,0
5105577,0
5033714,0
5062016,0
5045798,0
5066915,0
5088853,0
5037169,0
5142752,0
5116056,0
5143025,0
5091549,0
5061161,0
5142248,0
5068262,0
5090415,0
5100010,0
5068843,0
5114166,0
5105715,0
5105842,0
5145964,0
5089658,0
5068233,0
5113259,0
5052622,0
5137151,0
5095423,0
5058408,0
5068324,0
5022156,0
5137365,0
5068811,0
5068238,0
5046495,0
5023491,0
5125510,0
5113401,0
5010202,0
5143175,0
5041739,0
5048217,0
5091382,0
5143314,0
5009918,0
5024238,0
5114427,0
5091406,0
5023816,0
5126562,0
5054775,0
5091171,0
5062011,0
5062407,0
5094926,0
5067312,0
5125462,0
5114240,0
5068367,0
5051120,0
5114348,0
5067506,0
5118441,0
5054343,0
5009000,0
5090302,0
5067299,0
5010344,0
5011032,0
5038582,0
5067729,0
5067638,0
5010795,0
5116594,0
5068310,0
5087880,0
5125172,0
5117190,0
5009798,0
5024077,0
5118580,0
5053535,0
5045070,0
5062334,0
5051097,0
5021968,0
5028858,0
5067182,0
5112652,0
5115523,0
5105069,0
5079127,0
5088689,0
5132784,0
5048458,0
5023719,0
5065477,0
5024096,0
5033520,0
5028612,0
5089954,0
5048642,0
5125261,0
5100133,0
5096856,0
5089719,0
5033447,0
5090942,0
5125816,0
5149946,0
5024049,0
5117065,0
5118268,0
5028645,0
5023655,0
5115992,0
5118219,0
5053790,0
